Labels,EmScan5,
Type,Emission Scan,
Comment,,
Start,470.00,
Stop,700.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,1.4995272,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,1.4995272,
Detector,Detector 1,

470.00,1.70202588E+3,
471.00,1.87446875E+3,
472.00,2.18411060E+3,
473.00,2.26163428E+3,
474.00,2.74657813E+3,
475.00,3.03309790E+3,
476.00,3.50133203E+3,
477.00,3.97704199E+3,
478.00,4.52783057E+3,
479.00,4.86462549E+3,
480.00,5.38060596E+3,
481.00,5.79251953E+3,
482.00,6.45655908E+3,
483.00,7.14858643E+3,
484.00,7.82697266E+3,
485.00,8.22879785E+3,
486.00,8.85747949E+3,
487.00,9.38920703E+3,
488.00,9.87823730E+3,
489.00,1.05222236E+4,
490.00,1.10530391E+4,
491.00,1.12769404E+4,
492.00,1.19107627E+4,
493.00,1.24360127E+4,
494.00,1.30639951E+4,
495.00,1.29493076E+4,
496.00,1.35044766E+4,
497.00,1.37391074E+4,
498.00,1.43721934E+4,
499.00,1.44392539E+4,
500.00,1.47039150E+4,
501.00,1.49266104E+4,
502.00,1.52834834E+4,
503.00,1.55885264E+4,
504.00,1.58133486E+4,
505.00,1.59704453E+4,
506.00,1.61296680E+4,
507.00,1.65025664E+4,
508.00,1.64898594E+4,
509.00,1.62962813E+4,
510.00,1.69113730E+4,
511.00,1.66682480E+4,
512.00,1.69742871E+4,
513.00,1.71321250E+4,
514.00,1.71450020E+4,
515.00,1.71470020E+4,
516.00,1.73956445E+4,
517.00,1.72638340E+4,
518.00,1.72543906E+4,
519.00,1.78336289E+4,
520.00,1.76002773E+4,
521.00,1.71434336E+4,
522.00,1.73593145E+4,
523.00,1.70167461E+4,
524.00,1.75221074E+4,
525.00,1.72703555E+4,
526.00,1.72485313E+4,
527.00,1.68363613E+4,
528.00,1.69649590E+4,
529.00,1.72231895E+4,
530.00,1.65533750E+4,
531.00,1.66971758E+4,
532.00,1.66783223E+4,
533.00,1.65530801E+4,
534.00,1.62387080E+4,
535.00,1.59735615E+4,
536.00,1.51944209E+4,
537.00,1.56340137E+4,
538.00,1.50791475E+4,
539.00,1.54720850E+4,
540.00,1.48693076E+4,
541.00,1.48980059E+4,
542.00,1.49207305E+4,
543.00,1.41181572E+4,
544.00,1.43384385E+4,
545.00,1.40878545E+4,
546.00,1.36311582E+4,
547.00,1.33590508E+4,
548.00,1.29809443E+4,
549.00,1.24453027E+4,
550.00,1.20522568E+4,
551.00,1.19404434E+4,
552.00,1.16947021E+4,
553.00,1.12758662E+4,
554.00,1.11323184E+4,
555.00,1.09534707E+4,
556.00,1.08095273E+4,
557.00,1.06492832E+4,
558.00,1.06840176E+4,
559.00,1.01996260E+4,
560.00,1.01603311E+4,
561.00,9.58947559E+3,
562.00,9.45248145E+3,
563.00,8.99099414E+3,
564.00,8.89296973E+3,
565.00,8.89412891E+3,
566.00,8.60388770E+3,
567.00,8.11857422E+3,
568.00,8.08395117E+3,
569.00,7.75472217E+3,
570.00,7.90716992E+3,
571.00,7.66527979E+3,
572.00,7.47090283E+3,
573.00,7.14190088E+3,
574.00,7.31303027E+3,
575.00,6.89689795E+3,
576.00,7.06665381E+3,
577.00,7.03712842E+3,
578.00,6.48704736E+3,
579.00,6.54122461E+3,
580.00,6.24395264E+3,
581.00,6.49932959E+3,
582.00,5.99537549E+3,
583.00,5.83781299E+3,
584.00,6.02276904E+3,
585.00,5.65277100E+3,
586.00,5.58495508E+3,
587.00,5.32924805E+3,
588.00,4.99334570E+3,
589.00,5.16830029E+3,
590.00,4.69501367E+3,
591.00,4.69742041E+3,
592.00,4.83970264E+3,
593.00,4.71494238E+3,
594.00,4.78539014E+3,
595.00,4.45260791E+3,
596.00,4.15042920E+3,
597.00,4.01341309E+3,
598.00,4.17070752E+3,
599.00,3.98901929E+3,
600.00,3.84343311E+3,
601.00,3.64002856E+3,
602.00,3.54084619E+3,
603.00,3.69179248E+3,
604.00,3.29825781E+3,
605.00,3.51826758E+3,
606.00,3.25416968E+3,
607.00,3.47767847E+3,
608.00,3.15896631E+3,
609.00,3.15899805E+3,
610.00,2.94100146E+3,
611.00,2.81253223E+3,
612.00,2.81345288E+3,
613.00,2.68707495E+3,
614.00,2.63025098E+3,
615.00,2.61069629E+3,
616.00,2.54815698E+3,
617.00,2.48248560E+3,
618.00,2.60114160E+3,
619.00,2.37465649E+3,
620.00,2.33748022E+3,
621.00,2.26177466E+3,
622.00,2.32801221E+3,
623.00,2.28134302E+3,
624.00,2.14405981E+3,
625.00,2.16475073E+3,
626.00,1.96212830E+3,
627.00,1.75209375E+3,
628.00,2.10093066E+3,
629.00,1.83076587E+3,
630.00,1.84480676E+3,
631.00,1.67900525E+3,
632.00,1.60513684E+3,
633.00,1.61252710E+3,
634.00,1.55613281E+3,
635.00,1.66293713E+3,
636.00,1.60930212E+3,
637.00,1.28096265E+3,
638.00,1.50437878E+3,
639.00,1.33044568E+3,
640.00,1.23183130E+3,
641.00,1.48877515E+3,
642.00,1.18634644E+3,
643.00,1.09839600E+3,
644.00,1.30006580E+3,
645.00,1.12600366E+3,
646.00,1.22854089E+3,
647.00,1.18389172E+3,
648.00,1.11866650E+3,
649.00,9.03392151E+2,
650.00,9.86982605E+2,
651.00,9.84813416E+2,
652.00,1.03491724E+3,
653.00,8.46328003E+2,
654.00,1.00498206E+3,
655.00,9.66648193E+2,
656.00,9.39930359E+2,
657.00,9.02718018E+2,
658.00,7.07831543E+2,
659.00,8.13684082E+2,
660.00,9.15179382E+2,
661.00,1.02431372E+3,
662.00,1.03026599E+3,
663.00,1.02510498E+3,
664.00,6.56045471E+2,
665.00,7.85205688E+2,
666.00,9.87301941E+2,
667.00,7.54798584E+2,
668.00,8.36725220E+2,
669.00,6.95062622E+2,
670.00,6.16693115E+2,
671.00,7.17317261E+2,
672.00,5.49864990E+2,
673.00,6.14811890E+2,
674.00,4.33943695E+2,
675.00,5.50564087E+2,
676.00,8.30728271E+2,
677.00,7.26911804E+2,
678.00,5.38017029E+2,
679.00,6.14755310E+2,
680.00,4.37081207E+2,
681.00,5.00247803E+2,
682.00,4.42481262E+2,
683.00,2.72175934E+2,
684.00,4.10377472E+2,
685.00,3.48328217E+2,
686.00,3.22477600E+2,
687.00,3.50180664E+2,
688.00,4.66147522E+2,
689.00,4.41425049E+2,
690.00,1.62725571E+2,
691.00,4.20553925E+2,
692.00,3.59820313E+2,
693.00,2.04006409E+2,
694.00,3.36746521E+2,
695.00,3.24196045E+2,
696.00,4.80107513E+2,
697.00,3.97025269E+2,
698.00,3.38853760E+2,
699.00,2.32541000E+2,
700.00,3.20931274E+2,
