Labels,EmScan13,
Type,Emission Scan,
Comment,,
Start,470.00,
Stop,700.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.25,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,1.4995272,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,1.4995272,
Detector,Detector 1,

470.00,6.31608215E+2,
471.00,6.80964783E+2,
472.00,6.21506592E+2,
473.00,8.04196716E+2,
474.00,9.28180664E+2,
475.00,9.79844849E+2,
476.00,1.07608289E+3,
477.00,1.21422864E+3,
478.00,1.35962781E+3,
479.00,1.47632666E+3,
480.00,1.66027368E+3,
481.00,1.83564221E+3,
482.00,2.02032861E+3,
483.00,2.10195605E+3,
484.00,2.39239551E+3,
485.00,2.56695947E+3,
486.00,2.86811987E+3,
487.00,2.99637085E+3,
488.00,3.25515503E+3,
489.00,3.44502271E+3,
490.00,3.67121167E+3,
491.00,3.68140942E+3,
492.00,4.11182227E+3,
493.00,4.18560889E+3,
494.00,4.36187256E+3,
495.00,4.74352979E+3,
496.00,4.80996729E+3,
497.00,4.92045313E+3,
498.00,5.11228369E+3,
499.00,5.55878955E+3,
500.00,5.50461377E+3,
501.00,5.53250244E+3,
502.00,5.75718262E+3,
503.00,5.75882471E+3,
504.00,5.89893457E+3,
505.00,5.92729395E+3,
506.00,6.31230469E+3,
507.00,6.55839502E+3,
508.00,6.48370654E+3,
509.00,6.59540186E+3,
510.00,6.78548975E+3,
511.00,6.63948779E+3,
512.00,6.91130859E+3,
513.00,6.73753613E+3,
514.00,7.01369922E+3,
515.00,7.14038770E+3,
516.00,7.03934814E+3,
517.00,7.23880811E+3,
518.00,7.15107959E+3,
519.00,7.16460205E+3,
520.00,7.29090967E+3,
521.00,7.14934912E+3,
522.00,7.20060498E+3,
523.00,7.56857715E+3,
524.00,7.41876221E+3,
525.00,7.44118115E+3,
526.00,7.29010400E+3,
527.00,7.35148438E+3,
528.00,7.23169287E+3,
529.00,7.21303076E+3,
530.00,7.62848877E+3,
531.00,7.39905615E+3,
532.00,7.53130273E+3,
533.00,7.56653711E+3,
534.00,7.30299512E+3,
535.00,7.17010693E+3,
536.00,7.02292285E+3,
537.00,7.14952539E+3,
538.00,6.84143311E+3,
539.00,7.27254199E+3,
540.00,7.24482764E+3,
541.00,6.98144971E+3,
542.00,6.82915381E+3,
543.00,6.98671631E+3,
544.00,6.70931348E+3,
545.00,6.81342383E+3,
546.00,6.33314502E+3,
547.00,6.10436426E+3,
548.00,5.83926758E+3,
549.00,5.69467578E+3,
550.00,5.57459473E+3,
551.00,5.40815967E+3,
552.00,5.29646973E+3,
553.00,5.17341797E+3,
554.00,5.19737842E+3,
555.00,4.86915771E+3,
556.00,4.94398193E+3,
557.00,4.94830908E+3,
558.00,4.65253564E+3,
559.00,4.70698682E+3,
560.00,4.30974463E+3,
561.00,4.29937891E+3,
562.00,4.05944482E+3,
563.00,4.01011572E+3,
564.00,3.89179028E+3,
565.00,4.16945752E+3,
566.00,3.61892310E+3,
567.00,3.44810254E+3,
568.00,3.46140601E+3,
569.00,3.48161914E+3,
570.00,3.33393359E+3,
571.00,3.23729565E+3,
572.00,3.32714014E+3,
573.00,2.88880981E+3,
574.00,3.03262183E+3,
575.00,2.98038550E+3,
576.00,2.79990088E+3,
577.00,2.61043799E+3,
578.00,2.69508203E+3,
579.00,2.33789600E+3,
580.00,2.54321631E+3,
581.00,2.34769897E+3,
582.00,2.37750098E+3,
583.00,2.31619556E+3,
584.00,2.32354272E+3,
585.00,2.30646167E+3,
586.00,2.21843384E+3,
587.00,2.10462915E+3,
588.00,2.15182007E+3,
589.00,2.13282446E+3,
590.00,2.17726294E+3,
591.00,1.98697473E+3,
592.00,1.99305029E+3,
593.00,2.05722168E+3,
594.00,1.92928137E+3,
595.00,1.92047595E+3,
596.00,1.90401294E+3,
597.00,1.87493311E+3,
598.00,1.67955615E+3,
599.00,1.71934521E+3,
600.00,1.73374414E+3,
601.00,1.61042639E+3,
602.00,1.79242908E+3,
603.00,1.58283167E+3,
604.00,1.72206873E+3,
605.00,1.57230945E+3,
606.00,1.55454602E+3,
607.00,1.54839832E+3,
608.00,1.42676941E+3,
609.00,1.51950269E+3,
610.00,1.53200989E+3,
611.00,1.34336951E+3,
612.00,1.26667053E+3,
613.00,1.41134229E+3,
614.00,1.19140332E+3,
615.00,1.26771045E+3,
616.00,1.22636267E+3,
617.00,1.23357581E+3,
618.00,1.24250330E+3,
619.00,1.15645203E+3,
620.00,1.23122986E+3,
621.00,1.07963660E+3,
622.00,1.14386230E+3,
623.00,1.07648523E+3,
624.00,1.10105505E+3,
625.00,1.07900977E+3,
626.00,9.97501099E+2,
627.00,1.05050134E+3,
628.00,8.97417969E+2,
629.00,8.60393982E+2,
630.00,1.00560913E+3,
631.00,8.49674866E+2,
632.00,7.20309875E+2,
633.00,7.38235901E+2,
634.00,7.72837341E+2,
635.00,7.79812012E+2,
636.00,8.12131775E+2,
637.00,7.40690247E+2,
638.00,8.25078125E+2,
639.00,6.90415894E+2,
640.00,6.27571045E+2,
641.00,6.40556458E+2,
642.00,7.12548401E+2,
643.00,6.44157349E+2,
644.00,6.33658630E+2,
645.00,5.36340515E+2,
646.00,5.22596741E+2,
647.00,5.62326782E+2,
648.00,6.52142822E+2,
649.00,7.53898987E+2,
650.00,4.53786072E+2,
651.00,4.62741119E+2,
652.00,4.56833527E+2,
653.00,3.78845673E+2,
654.00,5.24148621E+2,
655.00,5.76306396E+2,
656.00,5.33997192E+2,
657.00,3.83727051E+2,
658.00,5.62703308E+2,
659.00,4.63895905E+2,
660.00,4.56999084E+2,
661.00,6.02333069E+2,
662.00,4.66877838E+2,
663.00,5.24012695E+2,
664.00,3.84129974E+2,
665.00,4.41153076E+2,
666.00,4.69329193E+2,
667.00,3.54489227E+2,
668.00,3.83452301E+2,
669.00,3.26787720E+2,
670.00,3.74027618E+2,
671.00,4.22432434E+2,
672.00,3.96044739E+2,
673.00,3.95012817E+2,
674.00,2.29076569E+2,
675.00,2.45240555E+2,
676.00,3.36001434E+2,
677.00,4.01370544E+2,
678.00,2.61901550E+2,
679.00,3.35530334E+2,
680.00,3.84633270E+2,
681.00,2.23892456E+2,
682.00,2.49323120E+2,
683.00,1.78541092E+2,
684.00,1.28316650E+2,
685.00,2.22082504E+2,
686.00,1.31944397E+2,
687.00,1.65181976E+2,
688.00,2.07609863E+2,
689.00,1.78479370E+2,
690.00,1.81042038E+2,
691.00,2.16898819E+2,
692.00,1.94675690E+2,
693.00,2.23507553E+2,
694.00,1.48440887E+2,
695.00,1.77275940E+2,
696.00,1.25896179E+2,
697.00,2.18996536E+2,
698.00,2.40834091E+2,
699.00,2.44398224E+2,
700.00,1.24074699E+2,
